"","MSI","ENOSE","FTIR","freshdetect","MSIF"
"1",1.2211,1.8803,1.4956,1.6571,1.0364
"2",0.138050014873118,0.28112136467012,0.32384451209304,0.22821522955479,0.173231860012919
"3",1.0688,1.7572,1.4657,1.2675,1.2376
