"","MSI","ENOSE","FTIR","freshdetect","MSIF"
"1",0.4293,-0.259,0.2096,0.0013,0.5894
"2",0.720677793080917,0.0552156145334407,-0.515631933294234,0.300755785656937,0.613154476868716
"3",0.5611,-0.0743,0.2301,0.4271,0.4239
